date,home_team,away_team,home_rank,away_rank,home_points,away_points,home_played,away_played,home_won,away_won,home_drawn,away_drawn,home_lost,away_lost,home_goals_for,away_goals_for,home_goals_against,away_goals_against,result
27.04.2024,Fenerbahce,Besiktas,2,6,99,56,38,38,31,16,6,8,1,14,99,52,31,47,H
27.04.2024,Hatayspor,Istanbul Basaksehir,15,4,41,61,38,38,9,18,14,7,15,13,45,57,52,43,A
28.04.2024,Alanyaspor,İstanbulspor,8,20,52,16,38,38,12,4,16,7,10,27,53,27,50,80,H
28.04.2024,Pendikspor,Kayserispor,19,14,37,42,38,38,9,11,10,12,19,15,42,44,73,57,A
28.04.2024,Trabzonspor,Gazişehir Gaziantep,3,11,67,44,38,38,21,12,4,8,13,18,69,50,50,57,H
28.04.2024,Rizespor,Ankaragucu,9,17,50,40,38,38,14,8,8,16,16,14,48,46,58,52,D
29.04.2024,Fatih Karagümrük,Antalyaspor,18,10,40,49,38,38,10,12,10,13,18,13,49,44,52,49,H
03.05.2024,Besiktas,Rizespor,6,9,56,50,38,38,16,14,8,8,14,16,52,48,47,58,H
03.05.2024,Ankaragucu,Alanyaspor,17,8,40,52,38,38,8,12,16,16,14,10,46,53,52,50,D
04.05.2024,İstanbulspor,Adana Demirspor,20,12,16,44,38,38,4,10,7,14,27,14,27,54,80,61,A
04.05.2024,Kayserispor,Fatih Karagümrük,14,18,42,40,38,38,11,10,12,10,15,18,44,49,57,52,D
04.05.2024,Samsunspor,Trabzonspor,13,3,43,67,38,38,11,21,10,4,17,13,42,69,52,50,H
05.05.2024,Istanbul Basaksehir,Kasimpasa,4,5,61,56,38,38,18,16,7,8,13,14,57,62,43,65,H
05.05.2024,Galatasaray,Sivasspor,1,7,102,54,38,38,33,14,3,12,2,12,92,47,26,54,H
05.05.2024,Gazişehir Gaziantep,Hatayspor,11,15,44,41,38,38,12,9,8,14,18,15,50,45,57,52,D
06.05.2024,Konyaspor,Fenerbahce,16,2,41,99,38,38,9,31,14,6,15,1,40,99,53,31,D
06.05.2024,Antalyaspor,Pendikspor,10,19,49,37,38,38,12,9,13,10,13,19,44,42,49,73,A
12.05.2024,Konyaspor,Samsunspor,16,13,41,43,38,38,9,11,14,10,15,17,40,42,53,52,H
12.05.2024,Fenerbahce,Kayserispor,2,14,99,42,38,38,31,11,6,12,1,15,99,44,31,57,H
12.05.2024,Alanyaspor,Besiktas,8,6,52,56,38,38,12,16,16,8,10,14,53,52,50,47,D
12.05.2024,Trabzonspor,İstanbulspor,3,20,67,16,38,38,21,4,4,7,13,27,69,27,50,80,H
12.05.2024,Sivasspor,Istanbul Basaksehir,7,4,54,61,38,38,14,18,12,7,12,13,47,57,54,43,A
12.05.2024,Kasimpasa,Antalyaspor,5,10,56,49,38,38,16,12,8,13,14,13,62,44,65,49,H
12.05.2024,Adana Demirspor,Gazişehir Gaziantep,12,11,44,44,38,38,10,12,14,8,14,18,54,50,61,57,A
12.05.2024,Hatayspor,Ankaragucu,15,17,41,40,38,38,9,8,14,16,15,14,45,46,52,52,H
12.05.2024,Fatih Karagümrük,Galatasaray,18,1,40,102,38,38,10,33,10,3,18,2,49,92,52,26,A
12.05.2024,Pendikspor,Rizespor,19,9,37,50,38,38,9,14,10,8,19,16,42,48,73,58,H
17.05.2024,İstanbulspor,Sivasspor,20,7,16,54,38,38,4,14,7,12,27,12,27,47,80,54,A
17.05.2024,Antalyaspor,Adana Demirspor,10,12,49,44,38,38,12,10,13,14,13,14,44,54,49,61,H
18.05.2024,Besiktas,Hatayspor,6,15,56,41,38,38,16,9,8,14,14,15,52,45,47,52,D
18.05.2024,Istanbul Basaksehir,Trabzonspor,4,3,61,67,38,38,18,21,7,4,13,13,57,69,43,50,A
18.05.2024,Kayserispor,Konyaspor,14,16,42,41,38,38,11,9,12,14,15,15,44,40,57,53,D
18.05.2024,Rizespor,Kasimpasa,9,5,50,56,38,38,14,16,8,8,16,14,48,62,58,65,D
18.05.2024,Ankaragucu,Pendikspor,17,19,40,37,38,38,8,9,16,10,14,19,46,42,52,73,D
18.05.2024,Gazişehir Gaziantep,Fatih Karagümrük,11,18,44,40,38,38,12,10,8,10,18,18,50,49,57,52,H
18.05.2024,Samsunspor,Alanyaspor,13,8,43,52,38,38,11,12,10,16,17,10,42,53,52,50,D
19.05.2024,Galatasaray,Fenerbahce,1,2,102,99,38,38,33,31,3,6,2,1,92,99,26,31,A
24.05.2024,Alanyaspor,Antalyaspor,8,10,52,49,38,38,12,12,16,13,10,13,53,44,50,49,D
25.05.2024,Fatih Karagümrük,Samsunspor,18,13,40,43,38,38,10,11,10,10,18,17,49,42,52,52,H
25.05.2024,Sivasspor,Kayserispor,7,14,54,42,38,38,14,11,12,12,12,15,47,44,54,57,H
26.05.2024,Konyaspor,Galatasaray,16,1,41,102,38,38,9,33,14,3,15,2,40,92,53,26,A
26.05.2024,Fenerbahce,İstanbulspor,2,20,99,16,38,38,31,4,6,7,1,27,99,27,31,80,H
26.05.2024,Trabzonspor,Ankaragucu,3,17,67,40,38,38,21,8,4,16,13,14,69,46,50,52,H
26.05.2024,Kasimpasa,Besiktas,5,6,56,56,38,38,16,16,8,8,14,14,62,52,65,47,H
26.05.2024,Adana Demirspor,Istanbul Basaksehir,12,4,44,61,38,38,10,18,14,7,14,13,54,57,61,43,A
26.05.2024,Hatayspor,Rizespor,15,9,41,50,38,38,9,14,14,8,15,16,45,48,52,58,H
26.05.2024,Pendikspor,Gazişehir Gaziantep,19,11,37,44,38,38,9,12,10,8,19,18,42,50,73,57,A
09.08.2024,Galatasaray,Hatayspor,1,18,54,10,20,20,17,1,3,7,0,12,53,21,22,37,H
10.08.2024,Kasimpasa,Konyaspor,12,15,25,21,20,20,5,5,10,6,5,9,32,24,37,32,A
10.08.2024,Fenerbahce,Adana Demirspor,2,19,48,5,20,20,15,2,3,2,2,16,52,17,20,45,H
10.08.2024,Antalyaspor,Goztepe,14,5,22,34,20,20,6,10,4,4,10,6,22,40,39,26,D
11.08.2024,Sivasspor,Trabzonspor,13,10,23,25,20,19,6,6,5,7,9,6,26,34,34,24,D
11.08.2024,Alanyaspor,Eyüpspor,11,4,25,36,20,20,6,10,7,6,7,4,24,33,28,19,D
11.08.2024,Samsunspor,Besiktas,3,6,40,32,20,20,12,8,4,8,4,4,34,29,19,21,A
12.08.2024,Rizespor,Istanbul Basaksehir,8,7,27,29,20,20,8,8,3,5,9,7,22,35,31,30,D
12.08.2024,BB Bodrumspor,Gazişehir Gaziantep,16,9,16,26,20,20,4,7,4,5,12,8,14,26,26,28,A
16.08.2024,Konyaspor,Galatasaray,15,1,21,54,20,20,5,17,6,3,9,0,24,53,32,22,A
17.08.2024,Kayserispor,Sivasspor,17,13,16,23,19,20,3,6,7,5,9,9,19,26,39,34,A
17.08.2024,Goztepe,Fenerbahce,5,2,34,48,20,20,10,15,4,3,6,2,40,52,26,20,D
17.08.2024,Adana Demirspor,Rizespor,19,8,5,27,20,20,2,8,2,3,16,9,17,22,45,31,A
18.08.2024,Istanbul Basaksehir,Alanyaspor,7,11,29,25,20,20,8,6,5,7,7,7,35,24,30,28,H
18.08.2024,Besiktas,Antalyaspor,6,14,32,22,20,20,8,6,8,4,4,10,29,22,21,39,H
18.08.2024,Gazişehir Gaziantep,Samsunspor,9,3,26,40,20,20,7,12,5,4,8,4,26,34,28,19,A
19.08.2024,Hatayspor,Kasimpasa,18,12,10,25,20,20,1,5,7,10,12,5,21,32,37,37,D
19.08.2024,Eyüpspor,BB Bodrumspor,4,16,36,16,20,20,10,4,6,4,4,12,33,14,19,26,H
23.08.2024,Alanyaspor,Goztepe,11,5,25,34,20,20,6,10,7,4,7,6,24,40,28,26,D
24.08.2024,Sivasspor,Eyüpspor,13,4,23,36,20,20,6,10,5,6,9,4,26,33,34,19,A
24.08.2024,BB Bodrumspor,Konyaspor,16,15,16,21,20,20,4,5,4,6,12,9,14,24,26,32,H
25.08.2024,Kasimpasa,Adana Demirspor,12,19,25,5,20,20,5,2,10,2,5,16,32,17,37,45,D
25.08.2024,Antalyaspor,Hatayspor,14,18,22,10,20,20,6,1,4,7,10,12,22,21,39,37,H
25.08.2024,Rizespor,Fenerbahce,8,2,27,48,20,20,8,15,3,3,9,2,22,52,31,20,A
30.08.2024,Fenerbahce,Alanyaspor,2,11,48,25,20,20,15,6,3,7,2,7,52,24,20,28,H
31.08.2024,Konyaspor,Kayserispor,15,17,21,16,20,19,5,3,6,7,9,9,24,19,32,39,D
31.08.2024,Rizespor,Kasimpasa,8,12,27,25,20,20,8,5,3,10,9,5,22,32,31,37,A
31.08.2024,Goztepe,BB Bodrumspor,5,16,34,16,20,20,10,4,4,4,6,12,40,14,26,26,H
31.08.2024,Adana Demirspor,Galatasaray,19,1,5,54,20,20,2,17,2,3,16,0,17,53,45,22,A
01.09.2024,Istanbul Basaksehir,Antalyaspor,7,14,29,22,20,20,8,6,5,4,7,10,35,22,30,39,H
01.09.2024,Eyüpspor,Trabzonspor,4,10,36,25,20,19,10,6,6,7,4,6,33,34,19,24,D
01.09.2024,Besiktas,Sivasspor,6,13,32,23,20,20,8,6,8,5,4,9,29,26,21,34,H
01.09.2024,Hatayspor,Samsunspor,18,3,10,40,20,20,1,12,7,4,12,4,21,34,37,19,A
14.09.2024,Sivasspor,Gazişehir Gaziantep,13,9,23,26,20,20,6,7,5,5,9,8,26,26,34,28,H
14.09.2024,Samsunspor,Konyaspor,3,15,40,21,20,20,12,5,4,6,4,9,34,24,19,32,A
14.09.2024,Galatasaray,Rizespor,1,8,54,27,20,20,17,8,3,3,0,9,53,22,22,31,H
14.09.2024,BB Bodrumspor,Istanbul Basaksehir,16,7,16,29,20,20,4,8,4,5,12,7,14,35,26,30,A
15.09.2024,Kayserispor,Eyüpspor,17,4,16,36,19,20,3,10,7,6,9,4,19,33,39,19,D
15.09.2024,Kasimpasa,Fenerbahce,12,2,25,48,20,20,5,15,10,3,5,2,32,52,37,20,A
15.09.2024,Alanyaspor,Hatayspor,11,18,25,10,20,20,6,1,7,7,7,12,24,21,28,37,D
15.09.2024,Trabzonspor,Besiktas,10,6,25,32,19,20,6,8,7,8,6,4,34,29,24,21,D
16.09.2024,Antalyaspor,Adana Demirspor,14,19,22,5,20,20,6,2,4,2,10,16,22,17,39,45,H
17.09.2024,Galatasaray,Gazişehir Gaziantep,1,9,54,26,20,20,17,7,3,5,0,8,53,26,22,28,H
18.09.2024,Samsunspor,Istanbul Basaksehir,3,7,40,29,20,20,12,8,4,5,4,7,34,35,19,30,H
19.09.2024,Trabzonspor,Kayserispor,10,17,25,16,19,19,6,3,7,7,6,9,34,19,24,39,D
20.09.2024,Hatayspor,BB Bodrumspor,18,16,10,16,20,20,1,4,7,4,12,12,21,14,37,26,A
21.09.2024,Konyaspor,Sivasspor,15,13,21,23,20,20,5,6,6,5,9,9,24,26,32,34,D
21.09.2024,Fenerbahce,Galatasaray,2,1,48,54,20,20,15,17,3,3,2,0,52,53,20,22,A
22.09.2024,Kasimpasa,Antalyaspor,12,14,25,22,20,20,5,6,10,4,5,10,32,22,37,39,D
22.09.2024,Rizespor,Samsunspor,8,3,27,40,20,20,8,12,3,4,9,4,22,34,31,19,A
22.09.2024,Besiktas,Eyüpspor,6,4,32,36,20,20,8,10,8,6,4,4,29,33,21,19,H
22.09.2024,Adana Demirspor,Alanyaspor,19,11,5,25,20,20,2,6,2,7,16,7,17,24,45,28,A
23.09.2024,Goztepe,Kayserispor,5,17,34,16,20,19,10,3,4,7,6,9,40,19,26,39,H
23.09.2024,Gazişehir Gaziantep,Trabzonspor,9,10,26,25,20,19,7,6,5,7,8,6,26,34,28,24,D
27.09.2024,Sivasspor,Istanbul Basaksehir,13,7,23,29,20,20,6,8,5,5,9,7,26,35,34,30,A
28.09.2024,Samsunspor,Goztepe,3,5,40,34,20,20,12,10,4,4,4,6,34,40,19,26,H
28.09.2024,Galatasaray,Kasimpasa,1,12,54,25,20,20,17,5,3,10,0,5,53,32,22,37,D
28.09.2024,Alanyaspor,Rizespor,11,8,25,27,20,20,6,8,7,3,7,9,24,22,28,31,H
29.09.2024,Trabzonspor,Konyaspor,10,15,25,21,19,20,6,5,7,6,6,9,34,24,24,32,H
29.09.2024,Eyüpspor,Gazişehir Gaziantep,4,9,36,26,20,20,10,7,6,5,4,8,33,26,19,28,H
29.09.2024,Antalyaspor,Fenerbahce,14,2,22,48,20,20,6,15,4,3,10,2,22,52,39,20,A
29.09.2024,BB Bodrumspor,Adana Demirspor,16,19,16,5,20,20,4,2,4,2,12,16,14,17,26,45,H
30.09.2024,Kayserispor,Besiktas,17,6,16,32,19,20,3,8,7,8,9,4,19,29,39,21,A
04.10.2024,Rizespor,Antalyaspor,8,14,27,22,20,20,8,6,3,4,9,10,22,22,31,39,H
05.10.2024,Kasimpasa,BB Bodrumspor,12,16,25,16,20,20,5,4,10,4,5,12,32,14,37,26,D
05.10.2024,Goztepe,Sivasspor,5,13,34,23,20,20,10,6,4,5,6,9,40,26,26,34,H
05.10.2024,Istanbul Basaksehir,Kayserispor,7,17,29,16,20,19,8,3,5,7,7,9,35,19,30,39,D
05.10.2024,Hatayspor,Trabzonspor,18,10,10,25,20,19,1,6,7,7,12,6,21,34,37,24,D
06.10.2024,Konyaspor,Eyüpspor,15,4,21,36,20,20,5,10,6,6,9,4,24,33,32,19,H
06.10.2024,Adana Demirspor,Samsunspor,19,3,5,40,20,20,2,12,2,4,16,4,17,34,45,19,A
06.10.2024,Galatasaray,Alanyaspor,1,11,54,25,20,20,17,6,3,7,0,7,53,24,22,28,H
06.10.2024,Gazişehir Gaziantep,Besiktas,9,6,26,32,20,20,7,8,5,8,8,4,26,29,28,21,D
19.10.2024,Kayserispor,Gazişehir Gaziantep,17,9,16,26,19,20,3,7,7,5,9,8,19,26,39,28,D
19.10.2024,Trabzonspor,Istanbul Basaksehir,10,7,25,29,19,20,6,8,7,5,6,7,34,35,24,30,H
19.10.2024,Antalyaspor,Galatasaray,14,1,22,54,20,20,6,17,4,3,10,0,22,53,39,22,A
19.10.2024,Eyüpspor,Goztepe,4,5,36,34,20,20,10,10,6,4,4,6,33,40,19,26,H
20.10.2024,Sivasspor,Hatayspor,13,18,23,10,20,20,6,1,5,7,9,12,26,21,34,37,H
20.10.2024,Besiktas,Konyaspor,6,15,32,21,20,20,8,5,8,6,4,9,29,24,21,32,H
20.10.2024,Alanyaspor,Kasimpasa,11,12,25,25,20,20,6,5,7,10,7,5,24,32,28,37,A
20.10.2024,Samsunspor,Fenerbahce,3,2,40,48,20,20,12,15,4,3,4,2,34,52,19,20,D
21.10.2024,BB Bodrumspor,Rizespor,16,8,16,27,20,20,4,8,4,3,12,9,14,22,26,31,A
25.10.2024,Adana Demirspor,Sivasspor,19,13,5,23,20,20,2,6,2,5,16,9,17,26,45,34,A
26.10.2024,Hatayspor,Kayserispor,18,17,10,16,20,19,1,3,7,7,12,9,21,19,37,39,A
26.10.2024,Kasimpasa,Samsunspor,12,3,25,40,20,20,5,12,10,4,5,4,32,34,37,19,A
26.10.2024,Goztepe,Trabzonspor,5,10,34,25,20,19,10,6,4,7,6,6,40,34,26,24,H
27.10.2024,Gazişehir Gaziantep,Konyaspor,9,15,26,21,20,20,7,5,5,6,8,9,26,24,28,32,H
27.10.2024,Alanyaspor,Antalyaspor,11,14,25,22,20,20,6,6,7,4,7,10,24,22,28,39,A
27.10.2024,Fenerbahce,BB Bodrumspor,2,16,48,16,20,20,15,4,3,4,2,12,52,14,20,26,H
28.10.2024,Istanbul Basaksehir,Eyüpspor,7,4,29,36,20,20,8,10,5,6,7,4,35,33,30,19,D
28.10.2024,Galatasaray,Besiktas,1,6,54,32,20,20,17,8,3,8,0,4,53,29,22,21,H
01.11.2024,Gazişehir Gaziantep,Goztepe,9,5,26,34,20,20,7,10,5,4,8,6,26,40,28,26,H
02.11.2024,Sivasspor,Rizespor,13,8,23,27,20,20,6,8,5,3,9,9,26,22,34,31,H
02.11.2024,Kayserispor,Adana Demirspor,17,19,16,5,19,20,3,2,7,2,9,16,19,17,39,45,D
02.11.2024,Besiktas,Kasimpasa,6,12,32,25,20,20,8,5,8,10,4,5,29,32,21,37,A
03.11.2024,Konyaspor,Istanbul Basaksehir,15,7,21,29,20,20,5,8,6,5,9,7,24,35,32,30,H
03.11.2024,BB Bodrumspor,Alanyaspor,16,11,16,25,20,20,4,6,4,7,12,7,14,24,26,28,D
03.11.2024,Eyüpspor,Hatayspor,4,18,36,10,20,20,10,1,6,7,4,12,33,21,19,37,H
03.11.2024,Trabzonspor,Fenerbahce,10,2,25,48,19,20,6,15,7,3,6,2,34,52,24,20,A
04.11.2024,Samsunspor,Antalyaspor,3,14,40,22,20,20,12,6,4,4,4,10,34,22,19,39,H
08.11.2024,Kasimpasa,Kayserispor,12,17,25,16,20,19,5,3,10,7,5,9,32,19,37,39,A
09.11.2024,Antalyaspor,BB Bodrumspor,14,16,22,16,20,20,6,4,4,4,10,12,22,14,39,26,H
09.11.2024,Hatayspor,Gazişehir Gaziantep,18,9,10,26,20,20,1,7,7,5,12,8,21,26,37,28,H
09.11.2024,Rizespor,Trabzonspor,8,10,27,25,20,19,8,6,3,7,9,6,22,34,31,24,H
09.11.2024,Adana Demirspor,Eyüpspor,19,4,5,36,20,20,2,10,2,6,16,4,17,33,45,19,A
10.11.2024,Goztepe,Konyaspor,5,15,34,21,20,20,10,5,4,6,6,9,40,24,26,32,H
10.11.2024,Galatasaray,Samsunspor,1,3,54,40,20,20,17,12,3,4,0,4,53,34,22,19,H
10.11.2024,Istanbul Basaksehir,Besiktas,7,6,29,32,20,20,8,8,5,8,7,4,35,29,30,21,D
10.11.2024,Fenerbahce,Sivasspor,2,13,48,23,20,20,15,6,3,5,2,9,52,26,20,34,H
23.11.2024,Eyüpspor,Rizespor,4,8,36,27,20,20,10,8,6,3,4,9,33,22,19,31,A
23.11.2024,Kayserispor,Fenerbahce,17,2,16,48,19,20,3,15,7,3,9,2,19,52,39,20,A
23.11.2024,Gazişehir Gaziantep,Istanbul Basaksehir,9,7,26,29,20,20,7,8,5,5,8,7,26,35,28,30,H
23.11.2024,BB Bodrumspor,Galatasaray,16,1,16,54,20,20,4,17,4,3,12,0,14,53,26,22,A
24.11.2024,Sivasspor,Kasimpasa,13,12,23,25,20,20,6,5,5,10,9,5,26,32,34,37,D
24.11.2024,Konyaspor,Hatayspor,15,18,21,10,20,20,5,1,6,7,9,12,24,21,32,37,D
24.11.2024,Samsunspor,Alanyaspor,3,11,40,25,20,20,12,6,4,7,4,7,34,24,19,28,D
24.11.2024,Besiktas,Goztepe,6,5,32,34,20,20,8,10,8,4,4,6,29,40,21,26,A
25.11.2024,Trabzonspor,Adana Demirspor,10,19,25,5,19,20,6,2,7,2,6,16,34,17,24,45,H
29.11.2024,Antalyaspor,Sivasspor,14,13,22,23,20,20,6,6,4,5,10,9,22,26,39,34,H
30.11.2024,Samsunspor,BB Bodrumspor,3,16,40,16,20,20,12,4,4,4,4,12,34,14,19,26,H
30.11.2024,Adana Demirspor,Konyaspor,19,15,5,21,20,20,2,5,2,6,16,9,17,24,45,32,A
30.11.2024,Istanbul Basaksehir,Goztepe,7,5,29,34,20,20,8,10,5,4,7,6,35,40,30,26,H
30.11.2024,Alanyaspor,Trabzonspor,11,10,25,25,20,19,6,6,7,7,7,6,24,34,28,24,H
01.12.2024,Rizespor,Kayserispor,8,17,27,16,20,19,8,3,3,7,9,9,22,19,31,39,H
01.12.2024,Galatasaray,Eyüpspor,1,4,54,36,20,20,17,10,3,6,0,4,53,33,22,19,D
02.12.2024,Fenerbahce,Gazişehir Gaziantep,2,9,48,26,20,20,15,7,3,5,2,8,52,26,20,28,H
02.12.2024,Hatayspor,Besiktas,18,6,10,32,20,20,1,8,7,8,12,4,21,29,37,21,D
06.12.2024,Trabzonspor,Kasimpasa,10,12,25,25,19,20,6,5,7,10,6,5,34,32,24,37,D
07.12.2024,Konyaspor,Antalyaspor,15,14,21,22,20,20,5,6,6,4,9,10,24,22,32,39,D
07.12.2024,Goztepe,Adana Demirspor,5,19,34,5,20,20,10,2,4,2,6,16,40,17,26,45,H
07.12.2024,Besiktas,Fenerbahce,6,2,32,48,20,20,8,15,8,3,4,2,29,52,21,20,H
08.12.2024,Eyüpspor,Samsunspor,4,3,36,40,20,20,10,12,6,4,4,4,33,34,19,19,H
08.12.2024,Kayserispor,Alanyaspor,17,11,16,25,19,20,3,6,7,7,9,7,19,24,39,28,H
08.12.2024,Sivasspor,Galatasaray,13,1,23,54,20,20,6,17,5,3,9,0,26,53,34,22,A
08.12.2024,Istanbul Basaksehir,Hatayspor,7,18,29,10,20,20,8,1,5,7,7,12,35,21,30,37,H
09.12.2024,Gazişehir Gaziantep,Rizespor,9,8,26,27,20,20,7,8,5,3,8,9,26,22,28,31,H
13.12.2024,Kasimpasa,Eyüpspor,12,4,25,36,20,20,5,10,10,6,5,4,32,33,37,19,H
13.12.2024,BB Bodrumspor,Sivasspor,16,13,16,23,20,20,4,6,4,5,12,9,14,26,26,34,H
14.12.2024,Rizespor,Konyaspor,8,15,27,21,20,20,8,5,3,6,9,9,22,24,31,32,D
14.12.2024,Alanyaspor,Gazişehir Gaziantep,11,9,25,26,20,20,6,7,7,5,7,8,24,26,28,28,H
15.12.2024,Hatayspor,Goztepe,18,5,10,34,20,20,1,10,7,4,12,6,21,40,37,26,D
15.12.2024,Antalyaspor,Kayserispor,14,17,22,16,20,19,6,3,4,7,10,9,22,19,39,39,H
15.12.2024,Fenerbahce,Istanbul Basaksehir,2,7,48,29,20,20,15,8,3,5,2,7,52,35,20,30,H
16.12.2024,Adana Demirspor,Besiktas,19,6,5,32,20,20,2,8,2,8,16,4,17,29,45,21,H
16.12.2024,Galatasaray,Trabzonspor,1,10,54,25,20,19,17,6,3,7,0,6,53,34,22,24,H
20.12.2024,Eyüpspor,Fenerbahce,4,2,36,48,20,20,10,15,6,3,4,2,33,52,19,20,D
21.12.2024,Sivasspor,Samsunspor,13,3,23,40,20,20,6,12,5,4,9,4,26,34,34,19,D
21.12.2024,Besiktas,Alanyaspor,6,11,32,25,20,20,8,6,8,7,4,7,29,24,21,28,D
22.12.2024,Gazişehir Gaziantep,Antalyaspor,9,14,26,22,20,20,7,6,5,4,8,10,26,22,28,39,H
22.12.2024,Goztepe,Rizespor,5,8,34,27,20,20,10,8,4,3,6,9,40,22,26,31,H
22.12.2024,Kayserispor,Galatasaray,17,1,16,54,19,20,3,17,7,3,9,0,19,53,39,22,A
22.12.2024,Trabzonspor,BB Bodrumspor,10,16,25,16,19,20,6,4,7,4,6,12,34,14,24,26,H
23.12.2024,Istanbul Basaksehir,Kasimpasa,7,12,29,25,20,20,8,5,5,10,7,5,35,32,30,37,D
23.12.2024,Hatayspor,Adana Demirspor,18,19,10,5,20,20,1,2,7,2,12,16,21,17,37,45,A
03.01.2025,Alanyaspor,Konyaspor,11,15,25,21,20,20,6,5,7,6,7,9,24,24,28,32,H
03.01.2025,Rizespor,Besiktas,8,6,27,32,20,20,8,8,3,8,9,4,22,29,31,21,D
04.01.2025,Adana Demirspor,Istanbul Basaksehir,19,7,5,29,20,20,2,8,2,5,16,7,17,35,45,30,A
04.01.2025,Antalyaspor,Eyüpspor,14,4,22,36,20,20,6,10,4,6,10,4,22,33,39,19,A
04.01.2025,Galatasaray,Goztepe,1,5,54,34,20,20,17,10,3,4,0,6,53,40,22,26,H
04.01.2025,Samsunspor,Trabzonspor,3,10,40,25,20,19,12,6,4,7,4,6,34,34,19,24,H
05.01.2025,Kasimpasa,Gazişehir Gaziantep,12,9,25,26,20,20,5,7,10,5,5,8,32,26,37,28,D
05.01.2025,BB Bodrumspor,Kayserispor,16,17,16,16,20,19,4,3,4,7,12,9,14,19,26,39,D
05.01.2025,Fenerbahce,Hatayspor,2,18,48,10,20,20,15,1,3,7,2,12,52,21,20,37,H
11.01.2025,Kayserispor,Samsunspor,17,3,16,40,19,20,3,12,7,4,9,4,19,34,39,19,A
11.01.2025,Hatayspor,Rizespor,18,8,10,27,20,20,1,8,7,3,12,9,21,22,37,31,A
11.01.2025,Besiktas,BB Bodrumspor,6,16,32,16,20,20,8,4,8,4,4,12,29,14,21,26,H
12.01.2025,Sivasspor,Alanyaspor,13,11,23,25,20,20,6,6,5,7,9,7,26,24,34,28,D
12.01.2025,Trabzonspor,Antalyaspor,10,14,25,22,19,20,6,6,7,4,6,10,34,22,24,39,H
12.01.2025,Istanbul Basaksehir,Galatasaray,7,1,29,54,20,20,8,17,5,3,7,0,35,53,30,22,A
12.01.2025,Gazişehir Gaziantep,Adana Demirspor,9,19,26,5,20,20,7,2,5,2,8,16,26,17,28,45,H
13.01.2025,Konyaspor,Fenerbahce,15,2,21,48,20,20,5,15,6,3,9,2,24,52,32,20,A
13.01.2025,Goztepe,Kasimpasa,5,12,34,25,20,20,10,5,4,10,6,5,40,32,26,37,H
17.01.2025,Hatayspor,Galatasaray,18,1,10,54,20,20,1,17,7,3,12,0,21,53,37,22,D
18.01.2025,Istanbul Basaksehir,Rizespor,7,8,29,27,20,20,8,8,5,3,7,9,35,22,30,31,H
18.01.2025,Gazişehir Gaziantep,BB Bodrumspor,9,16,26,16,20,20,7,4,5,4,8,12,26,14,28,26,D
18.01.2025,Besiktas,Samsunspor,6,3,32,40,20,20,8,12,8,4,4,4,29,34,21,19,D
19.01.2025,Goztepe,Antalyaspor,5,14,34,22,20,20,10,6,4,4,6,10,40,22,26,39,H
19.01.2025,Konyaspor,Kasimpasa,15,12,21,25,20,20,5,5,6,10,9,5,24,32,32,37,D
19.01.2025,Adana Demirspor,Fenerbahce,19,2,5,48,20,20,2,15,2,3,16,2,17,52,45,20,A
19.01.2025,Eyüpspor,Alanyaspor,4,11,36,25,20,20,10,6,6,7,4,7,33,24,19,28,H
20.01.2025,Trabzonspor,Sivasspor,10,13,25,23,19,20,6,6,7,5,6,9,34,26,24,34,H
24.01.2025,Samsunspor,Gazişehir Gaziantep,3,9,40,26,20,20,12,7,4,5,4,8,34,26,19,28,H
25.01.2025,Sivasspor,Kayserispor,13,17,23,16,20,19,6,3,5,7,9,9,26,19,34,39,H
25.01.2025,Alanyaspor,Istanbul Basaksehir,11,7,25,29,20,20,6,8,7,5,7,7,24,35,28,30,H
25.01.2025,Galatasaray,Konyaspor,1,15,54,21,20,20,17,5,3,6,0,9,53,24,22,32,H
26.01.2025,Rizespor,Adana Demirspor,8,19,27,5,20,20,8,2,3,2,9,16,22,17,31,45,H
26.01.2025,Antalyaspor,Besiktas,14,6,22,32,20,20,6,8,4,8,10,4,22,29,39,21,D
26.01.2025,BB Bodrumspor,Eyüpspor,16,4,16,36,20,20,4,10,4,6,12,4,14,33,26,19,A
26.01.2025,Fenerbahce,Goztepe,2,5,48,34,20,20,15,10,3,4,2,6,52,40,20,26,H
27.01.2025,Kasimpasa,Hatayspor,12,18,25,10,20,20,5,1,10,7,5,12,32,21,37,37,H
